korean,latin,transcription
꾠,ggyon,k͈jon
꾡,ggyonj,k͈jonɟ
꾢,ggyonh,k͈jonh
꾣,ggyod,k͈jot
꾤,ggyol,k͈joɾ
꾥,ggyolg,k͈jolg
꾦,ggyolm,k͈jolm
꾧,ggyolb,k͈jolb
꾨,ggyols,k͈jols
꾩,ggyolt,k͈joltʰ
꾪,ggyolp,k͈jolpʰ
꾫,ggyolh,k͈jolh
꾬,ggyom,k͈jom
꾭,ggyob,k͈jop
꾮,ggyobs,k͈jops
꾯,ggyos,k͈jos
꾰,ggyoss,k͈jos͈
꾱,ggyong,k͈joŋ
꾲,ggyoj,k͈jot͡ɕ
꾳,ggyoch,k͈jot͡ɕʰ
꾴,ggyok,k͈jokʰ
꾵,ggyot,k͈jotʰ
꾶,ggyop,k͈jopʰ
꾷,ggyoh,k͈joh
꾸,ggu,k͈u
꾹,ggug,k͈uk
꾺,ggugg,k͈uk͈
꾻,ggugs,k͈uks
꾼,ggun,k͈un
꾽,ggunj,k͈unɟ
꾾,ggunh,k͈unh
꾿,ggud,k͈ut
꿀,ggul,k͈uɾ
꿁,ggulg,k͈ulg
꿂,ggulm,k͈ulm
꿃,ggulb,k͈ulb
꿄,gguls,k͈uls
꿅,ggult,k͈ultʰ
꿆,ggulp,k͈ulpʰ
꿇,ggulh,k͈ulh
꿈,ggum,k͈um
꿉,ggub,k͈up
꿊,ggubs,k͈ups
꿋,ggus,k͈us
꿌,gguss,k͈us͈
꿍,ggung,k͈uŋ
꿎,gguj,k͈ut͡ɕ
꿏,gguch,k͈ut͡ɕʰ
꿐,gguk,k͈ukʰ
꿑,ggut,k͈utʰ
꿒,ggup,k͈upʰ
꿓,gguh,k͈uh
꿔,ggweo,k͈wʌ
꿕,ggweog,k͈wʌk
꿖,ggweogg,k͈wʌk͈
꿗,ggweogs,k͈wʌks
꿘,ggweon,k͈wʌn
꿙,ggweonj,k͈wʌnɟ
꿚,ggweonh,k͈wʌnh
꿛,ggweod,k͈wʌt
꿜,ggweol,k͈wʌɾ
꿝,ggweolg,k͈wʌlg
꿞,ggweolm,k͈wʌlm
꿟,ggweolb,k͈wʌlb
꿠,ggweols,k͈wʌls
꿡,ggweolt,k͈wʌltʰ
꿢,ggweolp,k͈wʌlpʰ
꿣,ggweolh,k͈wʌlh
꿤,ggweom,k͈wʌm
꿥,ggweob,k͈wʌp
꿦,ggweobs,k͈wʌps
꿧,ggweos,k͈wʌs
꿨,ggweoss,k͈wʌs͈
꿩,ggweong,k͈wʌŋ
꿪,ggweoj,k͈wʌt͡ɕ
꿫,ggweoch,k͈wʌt͡ɕʰ
꿬,ggweok,k͈wʌkʰ
꿭,ggweot,k͈wʌtʰ
꿮,ggweop,k͈wʌpʰ
꿯,ggweoh,k͈wʌh
꿰,ggwe,k͈we
꿱,ggweg,k͈wek
꿲,ggwegg,k͈wek͈
꿳,ggwegs,k͈weks
꿴,ggwen,k͈wen
꿵,ggwenj,k͈wenɟ
꿶,ggwenh,k͈wenh
꿷,ggwed,k͈wet
꿸,ggwel,k͈weɾ
꿹,ggwelg,k͈welg
꿺,ggwelm,k͈welm
꿻,ggwelb,k͈welb
꿼,ggwels,k͈wels
꿽,ggwelt,k͈weltʰ
꿾,ggwelp,k͈welpʰ
꿿,ggwelh,k͈welh
뀀,ggwem,k͈wem
뀁,ggweb,k͈wep
뀂,ggwebs,k͈weps
뀃,ggwes,k͈wes
뀄,ggwess,k͈wes͈
뀅,ggweng,k͈weŋ
뀆,ggwej,k͈wet͡ɕ
뀇,ggwech,k͈wet͡ɕʰ
뀈,ggwek,k͈wekʰ
뀉,ggwet,k͈wetʰ
뀊,ggwep,k͈wepʰ
뀋,ggweh,k͈weh
뀌,ggwi,k͈wi
뀍,ggwig,k͈wik
뀎,ggwigg,k͈wik͈
뀏,ggwigs,k͈wiks
뀐,ggwin,k͈win
뀑,ggwinj,k͈winɟ
뀒,ggwinh,k͈winh
뀓,ggwid,k͈wit
뀔,ggwil,k͈wiɾ
뀕,ggwilg,k͈wilg
뀖,ggwilm,k͈wilm
뀗,ggwilb,k͈wilb
뀘,ggwils,k͈wils
뀙,ggwilt,k͈wiltʰ
뀚,ggwilp,k͈wilpʰ
뀛,ggwilh,k͈wilh
뀜,ggwim,k͈wim
뀝,ggwib,k͈wip
뀞,ggwibs,k͈wips
뀟,ggwis,k͈wis
뀠,ggwiss,k͈wis͈
뀡,ggwing,k͈wiŋ
뀢,ggwij,k͈wit͡ɕ
뀣,ggwich,k͈wit͡ɕʰ
뀤,ggwik,k͈wikʰ
뀥,ggwit,k͈witʰ
뀦,ggwip,k͈wipʰ
뀧,ggwih,k͈wih
뀨,ggyu,k͈ju
뀩,ggyug,k͈juk
뀪,ggyugg,k͈juk͈
뀫,ggyugs,k͈juks
뀬,ggyun,k͈jun
뀭,ggyunj,k͈junɟ
뀮,ggyunh,k͈junh
뀯,ggyud,k͈jut
뀰,ggyul,k͈juɾ
뀱,ggyulg,k͈julg
뀲,ggyulm,k͈julm
뀳,ggyulb,k͈julb
뀴,ggyuls,k͈juls
뀵,ggyult,k͈jultʰ
뀶,ggyulp,k͈julpʰ
뀷,ggyulh,k͈julh
뀸,ggyum,k͈jum
뀹,ggyub,k͈jup
뀺,ggyubs,k͈jups
뀻,ggyus,k͈jus
뀼,ggyuss,k͈jus͈
뀽,ggyung,k͈juŋ
뀾,ggyuj,k͈jut͡ɕ
뀿,ggyuch,k͈jut͡ɕʰ
끀,ggyuk,k͈jukʰ
끁,ggyut,k͈jutʰ
끂,ggyup,k͈jupʰ
끃,ggyuh,k͈juh
끄,ggeu,k͈ɨ
끅,ggeug,k͈ɨk
끆,ggeugg,k͈ɨk͈
끇,ggeugs,k͈ɨks
끈,ggeun,k͈ɨn
끉,ggeunj,k͈ɨnɟ
끊,ggeunh,k͈ɨnh
끋,ggeud,k͈ɨt
끌,ggeul,k͈ɨɾ
끍,ggeulg,k͈ɨlg
끎,ggeulm,k͈ɨlm
끏,ggeulb,k͈ɨlb
끐,ggeuls,k͈ɨls
끑,ggeult,k͈ɨltʰ
끒,ggeulp,k͈ɨlpʰ
끓,ggeulh,k͈ɨlh
끔,ggeum,k͈ɨm
끕,ggeub,k͈ɨp
끖,ggeubs,k͈ɨps
끗,ggeus,k͈ɨs
끘,ggeuss,k͈ɨs͈
끙,ggeung,k͈ɨŋ
끚,ggeuj,k͈ɨt͡ɕ
끛,ggeuch,k͈ɨt͡ɕʰ
끜,ggeuk,k͈ɨkʰ
끝,ggeut,k͈ɨtʰ
끞,ggeup,k͈ɨpʰ
끟,ggeuh,k͈ɨh
끠,ggyi,k͈ы
끡,ggyig,k͈ыk
끢,ggyigg,k͈ыk͈
끣,ggyigs,k͈ыks
끤,ggyin,k͈ыn
끥,ggyinj,k͈ыnɟ
끦,ggyinh,k͈ыnh
끧,ggyid,k͈ыt
끨,ggyil,k͈ыɾ
끩,ggyilg,k͈ыlg
끪,ggyilm,k͈ыlm
끫,ggyilb,k͈ыlb
끬,ggyils,k͈ыls
끭,ggyilt,k͈ыltʰ
끮,ggyilp,k͈ыlpʰ
끯,ggyilh,k͈ыlh
끰,ggyim,k͈ыm
끱,ggyib,k͈ыp
끲,ggyibs,k͈ыps
끳,ggyis,k͈ыs
끴,ggyiss,k͈ыs͈
끵,ggying,k͈ыŋ
끶,ggyij,k͈ыt͡ɕ
끷,ggyich,k͈ыt͡ɕʰ
끸,ggyik,k͈ыkʰ
끹,ggyit,k͈ыtʰ
끺,ggyip,k͈ыpʰ
끻,ggyih,k͈ыh
끼,ggi,k͈i
끽,ggig,k͈ik
끾,ggigg,k͈ik͈
끿,ggigs,k͈iks
낀,ggin,k͈in
낁,gginj,k͈inɟ
낂,gginh,k͈inh
낃,ggid,k͈it
낄,ggil,k͈iɾ
낅,ggilg,k͈ilg
낆,ggilm,k͈ilm
낇,ggilb,k͈ilb
낈,ggils,k͈ils
낉,ggilt,k͈iltʰ
낊,ggilp,k͈ilpʰ
낋,ggilh,k͈ilh
낌,ggim,k͈im
낍,ggib,k͈ip
낎,ggibs,k͈ips
낏,ggis,k͈is
낐,ggiss,k͈is͈
낑,gging,k͈iŋ
낒,ggij,k͈it͡ɕ
낓,ggich,k͈it͡ɕʰ
낔,ggik,k͈ikʰ
낕,ggit,k͈itʰ
낖,ggip,k͈ipʰ
낗,ggih,k͈ih
나,na,nɐ
낙,nag,nɐk
낚,nagg,nɐk͈
낛,nags,nɐks
난,,nɐn
낝,nanj,nɐnɟ
낞,nanh,nɐnh
낟,nad,nɐt
날,nal,nɐɾ
낡,nalg,nɐlg
낢,nalm,nɐlm
낣,nalb,nɐlb
낤,nals,nɐls
낥,nalt,nɐltʰ
낦,nalp,nɐlpʰ
낧,nalh,nɐlh
남,nam,nɐm
납,nab,nɐp
낪,nabs,nɐps
낫,nas,nɐs
났,nass,nɐs͈
낭,nang,nɐŋ
낮,naj,nɐt͡ɕ
낯,nach,nɐt͡ɕʰ
낰,nak,nɐkʰ
낱,nat,nɐtʰ
낲,nap,nɐpʰ
낳,nah,nɐh
내,nae,nɛ
낵,naeg,nɛk
낶,naegg,nɛk͈
낷,naegs,nɛks
낸,naen,nɛn
낹,naenj,nɛnɟ
낺,naenh,nɛnh
낻,naed,nɛt
낼,nael,nɛɾ
낽,naelg,nɛlg
낾,naelm,nɛlm
낿,naelb,nɛlb
냀,naels,nɛls
냁,naelt,nɛltʰ
냂,naelp,nɛlpʰ
냃,naelh,nɛlh
냄,naem,nɛm
냅,naeb,nɛp
냆,naebs,nɛps
냇,naes,nɛs
냈,naess,nɛs͈
냉,naeng,nɛŋ
냊,naej,nɛt͡ɕ
냋,naech,nɛt͡ɕʰ
냌,naek,nɛkʰ
냍,naet,nɛtʰ
냎,naep,nɛpʰ
냏,naeh,nɛh
냐,nya,njɐ
냑,nyag,njɐk
냒,nyagg,njɐk͈
냓,nyags,njɐks
냔,nyan,njɐn
냕,nyanj,njɐnɟ
냖,nyanh,njɐnh
냗,nyad,njɐt
냘,nyal,njɐɾ
냙,nyalg,njɐlg
냚,nyalm,njɐlm
냛,nyalb,njɐlb
냜,nyals,njɐls
냝,nyalt,njɐltʰ
냞,nyalp,njɐlpʰ
냟,nyalh,njɐlh
냠,nyam,njɐm
냡,nyab,njɐp
냢,nyabs,njɐps
냣,nyas,njɐs
냤,nyass,njɐs͈
냥,nyang,njɐŋ
냦,nyaj,njɐt͡ɕ
냧,nyach,njɐt͡ɕʰ
냨,nyak,njɐkʰ
냩,nyat,njɐtʰ
냪,nyap,njɐpʰ
냫,nyah,njɐh
냬,nyae,njɛ
냭,nyaeg,njɛk
냮,nyaegg,njɛk͈
냯,nyaegs,njɛks
냰,nyaen,njɛn
냱,nyaenj,njɛnɟ
냲,nyaenh,njɛnh
냳,nyaed,njɛt
냴,nyael,njɛɾ
냵,nyaelg,njɛlg
냶,nyaelm,njɛlm
냷,nyaelb,njɛlb
냸,nyaels,njɛls
냹,nyaelt,njɛltʰ
냺,nyaelp,njɛlpʰ
냻,nyaelh,njɛlh
냼,nyaem,njɛm
냽,nyaeb,njɛp
냾,nyaebs,njɛps
냿,nyaes,njɛs
넀,nyaess,njɛs͈
넁,nyaeng,njɛŋ
넂,nyaej,njɛt͡ɕ
넃,nyaech,njɛt͡ɕʰ
넄,nyaek,njɛkʰ
넅,nyaet,njɛtʰ
넆,nyaep,njɛpʰ
넇,nyaeh,njɛh
너,neo,nʌ
넉,neog,nʌk
넊,neogg,nʌk͈
넋,neogs,nʌks
넌,neon,nʌn
넍,neonj,nʌnɟ
넎,neonh,nʌnh
넏,neod,nʌt
널,neol,nʌɾ
넑,neolg,nʌlg
넒,neolm,nʌlm
넓,neolb,nʌlb
넔,neols,nʌls
넕,neolt,nʌltʰ
넖,neolp,nʌlpʰ
넗,neolh,nʌlh
넘,neom,nʌm
넙,neob,nʌp
넚,neobs,nʌps
넛,neos,nʌs
넜,neoss,nʌs͈
넝,neong,nʌŋ
넞,neoj,nʌt͡ɕ
넟,neoch,nʌt͡ɕʰ
넠,neok,nʌkʰ
넡,neot,nʌtʰ
넢,neop,nʌpʰ
넣,neoh,nʌh
네,ne,ne
넥,neg,nek
넦,negg,nek͈
넧,negs,neks
넨,nen,nen
넩,nenj,nenɟ
넪,nenh,nenh
넫,ned,net
넬,nel,neɾ
넭,nelg,nelg
넮,nelm,nelm
넯,nelb,nelb
넰,nels,nels
넱,nelt,neltʰ
넲,nelp,nelpʰ
넳,nelh,nelh
넴,nem,nem
넵,neb,nep
넶,nebs,neps
넷,nes,nes
넸,ness,nes͈
넹,neng,neŋ
넺,nej,net͡ɕ
넻,nech,net͡ɕʰ
넼,nek,nekʰ
넽,net,netʰ
넾,nep,nepʰ
넿,neh,neh
녀,nyeo,njʌ
녁,nyeog,njʌk
녂,nyeogg,njʌk͈
녃,nyeogs,njʌks
년,nyeon,njʌn
녅,nyeonj,njʌnɟ
녆,nyeonh,njʌnh
녇,nyeod,njʌt
녈,nyeol,njʌɾ
녉,nyeolg,njʌlg
녊,nyeolm,njʌlm
녋,nyeolb,njʌlb
녌,nyeols,njʌls
녍,nyeolt,njʌltʰ
녎,nyeolp,njʌlpʰ
녏,nyeolh,njʌlh
념,nyeom,njʌm
녑,nyeob,njʌp
녒,nyeobs,njʌps
녓,nyeos,njʌs
녔,nyeoss,njʌs͈
녕,nyeong,njʌŋ
녖,nyeoj,njʌt͡ɕ
녗,nyeoch,njʌt͡ɕʰ
녘,nyeok,njʌkʰ
녙,nyeot,njʌtʰ
녚,nyeop,njʌpʰ
녛,nyeoh,njʌh
녜,nye,nje
녝,nyeg,njek
녞,nyegg,njek͈
녟,nyegs,njeks
녠,nyen,njen
녡,nyenj,njenɟ
녢,nyenh,njenh
녣,nyed,njet
녤,nyel,njeɾ
녥,nyelg,njelg
녦,nyelm,njelm
녧,nyelb,njelb
녨,nyels,njels
녩,nyelt,njeltʰ
녪,nyelp,njelpʰ
녫,nyelh,njelh
녬,nyem,njem
녭,nyeb,njep
녮,nyebs,njeps
녯,nyes,njes
녰,nyess,njes͈
녱,nyeng,njeŋ
녲,nyej,njet͡ɕ
녳,nyech,njet͡ɕʰ
녴,nyek,njekʰ
녵,nyet,njetʰ
녶,nyep,njepʰ
녷,nyeh,njeh
노,no,no
녹,nog,nok
녺,nogg,nok͈
녻,nogs,noks
논,non,non
녽,nonj,nonɟ
녾,nonh,nonh
녿,nod,not
놀,nol,noɾ
놁,nolg,nolg
놂,nolm,nolm
놃,nolb,nolb
놄,nols,nols
놅,nolt,noltʰ
놆,nolp,nolpʰ
놇,nolh,nolh
놈,nom,nom
놉,nob,nop
놊,nobs,nops
놋,nos,nos
놌,noss,nos͈
농,nong,noŋ
놎,noj,not͡ɕ
놏,noch,not͡ɕʰ
놐,nok,nokʰ
놑,not,notʰ
높,nop,nopʰ
놓,noh,noh
놔,nwa,nwɐ
놕,nwag,nwɐk
놖,nwagg,nwɐk͈
놗,nwags,nwɐks
놘,nwan,nwɐn
놙,nwanj,nwɐnɟ
놚,nwanh,nwɐnh
놛,nwad,nwɐt
놜,nwal,nwɐɾ
놝,nwalg,nwɐlg
놞,nwalm,nwɐlm
놟,nwalb,nwɐlb
놠,nwals,nwɐls
놡,nwalt,nwɐltʰ
놢,nwalp,nwɐlpʰ
놣,nwalh,nwɐlh
놤,nwam,nwɐm
놥,nwab,nwɐp
놦,nwabs,nwɐps
놧,nwas,nwɐs
놨,nwass,nwɐs͈
놩,nwang,nwɐŋ
놪,nwaj,nwɐt͡ɕ
놫,nwach,nwɐt͡ɕʰ
놬,nwak,nwɐkʰ
놭,nwat,nwɐtʰ
놮,nwap,nwɐpʰ
놯,nwah,nwɐh
놰,nwae,nwɛ
놱,nwaeg,nwɛk
놲,nwaegg,nwɛk͈
놳,nwaegs,nwɛks
놴,nwaen,nwɛn
놵,nwaenj,nwɛnɟ
놶,nwaenh,nwɛnh
놷,nwaed,nwɛt
놸,nwael,nwɛɾ
놹,nwaelg,nwɛlg
놺,nwaelm,nwɛlm
놻,nwaelb,nwɛlb
놼,nwaels,nwɛls
놽,nwaelt,nwɛltʰ
놾,nwaelp,nwɛlpʰ
놿,nwaelh,nwɛlh
뇀,nwaem,nwɛm
뇁,nwaeb,nwɛp
뇂,nwaebs,nwɛps
뇃,nwaes,nwɛs
뇄,nwaess,nwɛs͈
뇅,nwaeng,nwɛŋ
뇆,nwaej,nwɛt͡ɕ
뇇,nwaech,nwɛt͡ɕʰ
뇈,nwaek,nwɛkʰ
뇉,nwaet,nwɛtʰ
뇊,nwaep,nwɛpʰ
뇋,nwaeh,nwɛh
뇌,noe,nwe
뇍,noeg,nwek
뇎,noegg,nwek͈
뇏,noegs,nweks
뇐,noen,nwen
뇑,noenj,nwenɟ
뇒,noenh,nwenh
뇓,noed,nwet
뇔,noel,nweɾ
뇕,noelg,nwelg
뇖,noelm,nwelm
뇗,noelb,nwelb
뇘,noels,nwels
뇙,noelt,nweltʰ
뇚,noelp,nwelpʰ
뇛,noelh,nwelh
뇜,noem,nwem
뇝,noeb,nwep
뇞,noebs,nweps
뇟,noes,nwes
뇠,noess,nwes͈
뇡,noeng,nweŋ
뇢,noej,nwet͡ɕ
뇣,noech,nwet͡ɕʰ
뇤,noek,nwekʰ
뇥,noet,nwetʰ
뇦,noep,nwepʰ
뇧,noeh,nweh
뇨,nyo,njo
뇩,nyog,njok
뇪,nyogg,njok͈
뇫,nyogs,njoks
뇬,nyon,njon
뇭,nyonj,njonɟ
뇮,nyonh,njonh
뇯,nyod,njot
뇰,nyol,njoɾ
뇱,nyolg,njolg
뇲,nyolm,njolm
뇳,nyolb,njolb
뇴,nyols,njols
뇵,nyolt,njoltʰ
뇶,nyolp,njolpʰ
뇷,nyolh,njolh
뇸,nyom,njom
뇹,nyob,njop
뇺,nyobs,njops
뇻,nyos,njos
뇼,nyoss,njos͈
뇽,nyong,njoŋ
뇾,nyoj,njot͡ɕ
뇿,nyoch,njot͡ɕʰ
눀,nyok,njokʰ
눁,nyot,njotʰ
눂,nyop,njopʰ
눃,nyoh,njoh
누,nu,nu
눅,nug,nuk
눆,nugg,nuk͈
눇,nugs,nuks
눈,nun,nun
눉,nunj,nunɟ
눊,nunh,nunh
눋,nud,nut
눌,nul,nuɾ
눍,nulg,nulg
눎,nulm,nulm
눏,nulb,nulb
눐,nuls,nuls
눑,nult,nultʰ
눒,nulp,nulpʰ
눓,nulh,nulh
눔,num,num
눕,nub,nup
눖,nubs,nups
눗,nus,nus
눘,nuss,nus͈
눙,nung,nuŋ
눚,nuj,nut͡ɕ
눛,nuch,nut͡ɕʰ
눜,nuk,nukʰ
눝,nut,nutʰ
눞,nup,nupʰ
눟,nuh,nuh
눠,nweo,nwʌ
눡,nweog,nwʌk
눢,nweogg,nwʌk͈
눣,nweogs,nwʌks
눤,nweon,nwʌn
눥,nweonj,nwʌnɟ
눦,nweonh,nwʌnh
눧,nweod,nwʌt
눨,nweol,nwʌɾ
눩,nweolg,nwʌlg
눪,nweolm,nwʌlm
눫,nweolb,nwʌlb
눬,nweols,nwʌls
눭,nweolt,nwʌltʰ
눮,nweolp,nwʌlpʰ
눯,nweolh,nwʌlh
눰,nweom,nwʌm
눱,nweob,nwʌp
눲,nweobs,nwʌps
눳,nweos,nwʌs
눴,nweoss,nwʌs͈
눵,nweong,nwʌŋ
눶,nweoj,nwʌt͡ɕ
눷,nweoch,nwʌt͡ɕʰ
눸,nweok,nwʌkʰ
눹,nweot,nwʌtʰ
눺,nweop,nwʌpʰ
눻,nweoh,nwʌh
눼,nwe,nwe
눽,nweg,nwek
눾,nwegg,nwek͈
눿,nwegs,nweks
뉀,nwen,nwen
뉁,nwenj,nwenɟ
뉂,nwenh,nwenh
뉃,nwed,nwet
뉄,nwel,nweɾ
뉅,nwelg,nwelg
뉆,nwelm,nwelm
뉇,nwelb,nwelb
뉈,nwels,nwels
뉉,nwelt,nweltʰ
뉊,nwelp,nwelpʰ
뉋,nwelh,nwelh
뉌,nwem,nwem
뉍,nweb,nwep
뉎,nwebs,nweps
뉏,nwes,nwes
뉐,nwess,nwes͈
뉑,nweng,nweŋ
뉒,nwej,nwet͡ɕ
뉓,nwech,nwet͡ɕʰ
뉔,nwek,nwekʰ
뉕,nwet,nwetʰ
뉖,nwep,nwepʰ
뉗,nweh,nweh
뉘,nwi,nwi
뉙,nwig,nwik
뉚,nwigg,nwik͈
뉛,nwigs,nwiks
뉜,nwin,nwin
뉝,nwinj,nwinɟ
뉞,nwinh,nwinh
뉟,nwid,nwit
뉠,nwil,nwiɾ
뉡,nwilg,nwilg
뉢,nwilm,nwilm
뉣,nwilb,nwilb
뉤,nwils,nwils
뉥,nwilt,nwiltʰ
뉦,nwilp,nwilpʰ
뉧,nwilh,nwilh
뉨,nwim,nwim
뉩,nwib,nwip
뉪,nwibs,nwips
뉫,nwis,nwis
뉬,nwiss,nwis͈
뉭,nwing,nwiŋ
뉮,nwij,nwit͡ɕ
뉯,nwich,nwit͡ɕʰ
뉰,nwik,nwikʰ
뉱,nwit,nwitʰ
뉲,nwip,nwipʰ
뉳,nwih,nwih
뉴,nyu,nju
뉵,nyug,njuk
뉶,nyugg,njuk͈
뉷,nyugs,njuks
뉸,nyun,njun
뉹,nyunj,njunɟ
뉺,nyunh,njunh
뉻,nyud,njut
뉼,nyul,njuɾ
뉽,nyulg,njulg
뉾,nyulm,njulm
뉿,nyulb,njulb
늀,nyuls,njuls
늁,nyult,njultʰ
늂,nyulp,njulpʰ
늃,nyulh,njulh
늄,nyum,njum
늅,nyub,njup
늆,nyubs,njups
늇,nyus,njus
늈,nyuss,njus͈
늉,nyung,njuŋ
늊,nyuj,njut͡ɕ
늋,nyuch,njut͡ɕʰ
늌,nyuk,njukʰ
늍,nyut,njutʰ
늎,nyup,njupʰ
늏,nyuh,njuh
느,neu,nɨ
늑,neug,nɨk
늒,neugg,nɨk͈
늓,neugs,nɨks
는,neun,nɨn
늕,neunj,nɨnɟ
늖,neunh,nɨnh
늗,neud,nɨt
늘,neul,nɨɾ
늙,neulg,nɨlg
늚,neulm,nɨlm
늛,neulb,nɨlb
늜,neuls,nɨls
늝,neult,nɨltʰ
늞,neulp,nɨlpʰ
늟,neulh,nɨlh
늠,neum,nɨm
늡,neub,nɨp
늢,neubs,nɨps
늣,neus,nɨs
늤,neuss,nɨs͈
능,neung,nɨŋ
늦,neuj,nɨt͡ɕ
늧,neuch,nɨt͡ɕʰ
늨,neuk,nɨkʰ
늩,neut,nɨtʰ
늪,neup,nɨpʰ
늫,neuh,nɨh
늬,nyi,nы
늭,nyig,nыk
늮,nyigg,nыk͈
늯,nyigs,nыks
늰,nyin,nыn
늱,nyinj,nыnɟ
늲,nyinh,nыnh
늳,nyid,nыt
늴,nyil,nыɾ
늵,nyilg,nыlg
늶,nyilm,nыlm
늷,nyilb,nыlb
늸,nyils,nыls
늹,nyilt,nыltʰ
늺,nyilp,nыlpʰ
늻,nyilh,nыlh
늼,nyim,nыm
늽,nyib,nыp
늾,nyibs,nыps
늿,nyis,nыs
닀,nyiss,nыs͈
닁,nying,nыŋ
닂,nyij,nыt͡ɕ
닃,nyich,nыt͡ɕʰ
닄,nyik,nыkʰ
닅,nyit,nыtʰ
닆,nyip,nыpʰ
닇,nyih,nыh
니,ni,ni
닉,nig,nik
닊,nigg,nik͈
닋,nigs,niks
닌,nin,nin
닍,ninj,ninɟ
닎,ninh,ninh
닏,nid,nit
닐,nil,niɾ
닑,nilg,nilg
닒,nilm,nilm
닓,nilb,nilb
닔,nils,nils
닕,nilt,niltʰ
닖,nilp,nilpʰ
닗,nilh,nilh
님,nim,nim
닙,nib,nip
닚,nibs,nips
닛,nis,nis
닜,niss,nis͈
닝,ning,niŋ
닞,nij,nit͡ɕ
닟,nich,nit͡ɕʰ
닠,nik,nikʰ
닡,nit,nitʰ
닢,nip,nipʰ
닣,nih,nih
다,da,tɐ
닥,dag,tɐk
닦,dagg,tɐk͈
닧,dags,tɐks
단,dan,tɐn
닩,danj,tɐnɟ
닪,danh,tɐnh
닫,dad,tɐt
달,dal,tɐɾ
닭,dalg,tɐlg
닮,dalm,tɐlm
닯,dalb,tɐlb
닰,dals,tɐls
닱,dalt,tɐltʰ
닲,dalp,tɐlpʰ
닳,dalh,tɐlh
담,dam,tɐm
답,dab,tɐp
닶,dabs,tɐps
닷,das,tɐs
닸,dass,tɐs͈
당,dang,tɐŋ
닺,daj,tɐt͡ɕ
닻,dach,tɐt͡ɕʰ
닼,dak,tɐkʰ
닽,dat,tɐtʰ
닾,dap,tɐpʰ
닿,dah,tɐh
대,dae,tɛ
댁,daeg,tɛk
댂,daegg,tɛk͈
댃,daegs,tɛks
댄,daen,tɛn
댅,daenj,tɛnɟ
댆,daenh,tɛnh
댇,daed,tɛt
댈,dael,tɛɾ
댉,daelg,tɛlg
댊,daelm,tɛlm
댋,daelb,tɛlb
댌,daels,tɛls
댍,daelt,tɛltʰ
댎,daelp,tɛlpʰ
댏,daelh,tɛlh
댐,daem,tɛm
댑,daeb,tɛp
댒,daebs,tɛps
댓,daes,tɛs
댔,daess,tɛs͈
댕,daeng,tɛŋ
댖,daej,tɛt͡ɕ
댗,daech,tɛt͡ɕʰ
댘,daek,tɛkʰ
댙,daet,tɛtʰ
댚,daep,tɛpʰ
댛,daeh,tɛh
댜,dya,tjɐ
댝,dyag,tjɐk
댞,dyagg,tjɐk͈
댟,dyags,tjɐks
댠,dyan,tjɐn
댡,dyanj,tjɐnɟ
댢,dyanh,tjɐnh
댣,dyad,tjɐt
댤,dyal,tjɐɾ
댥,dyalg,tjɐlg
댦,dyalm,tjɐlm
댧,dyalb,tjɐlb
댨,dyals,tjɐls
댩,dyalt,tjɐltʰ
댪,dyalp,tjɐlpʰ
댫,dyalh,tjɐlh
댬,dyam,tjɐm
댭,dyab,tjɐp
댮,dyabs,tjɐps
댯,dyas,tjɐs
댰,dyass,tjɐs͈
댱,dyang,tjɐŋ
댲,dyaj,tjɐt͡ɕ
댳,dyach,tjɐt͡ɕʰ
댴,dyak,tjɐkʰ
댵,dyat,tjɐtʰ
댶,dyap,tjɐpʰ
댷,dyah,tjɐh
댸,dyae,tjɛ
댹,dyaeg,tjɛk
댺,dyaegg,tjɛk͈
댻,dyaegs,tjɛks
댼,dyaen,tjɛn
댽,dyaenj,tjɛnɟ
댾,dyaenh,tjɛnh
댿,dyaed,tjɛt
덀,dyael,tjɛɾ
덁,dyaelg,tjɛlg
덂,dyaelm,tjɛlm
덃,dyaelb,tjɛlb
덄,dyaels,tjɛls
덅,dyaelt,tjɛltʰ
덆,dyaelp,tjɛlpʰ
덇,dyaelh,tjɛlh
덈,dyaem,tjɛm
덉,dyaeb,tjɛp
덊,dyaebs,tjɛps
덋,dyaes,tjɛs
덌,dyaess,tjɛs͈
덍,dyaeng,tjɛŋ
덎,dyaej,tjɛt͡ɕ
덏,dyaech,tjɛt͡ɕʰ
덐,dyaek,tjɛkʰ
덑,dyaet,tjɛtʰ
덒,dyaep,tjɛpʰ
덓,dyaeh,tjɛh
더,deo,tʌ
덕,deog,tʌk
덖,deogg,tʌk͈
덗,deogs,tʌks
던,deon,tʌn
덙,deonj,tʌnɟ
덚,deonh,tʌnh
덛,deod,tʌt
덜,deol,tʌɾ
덝,deolg,tʌlg
덞,deolm,tʌlm
덟,deolb,tʌlb
덠,deols,tʌls
덡,deolt,tʌltʰ
덢,deolp,tʌlpʰ
덣,deolh,tʌlh
덤,deom,tʌm
덥,deob,tʌp
덦,deobs,tʌps
덧,deos,tʌs
덨,deoss,tʌs͈
덩,deong,tʌŋ
덪,deoj,tʌt͡ɕ
덫,deoch,tʌt͡ɕʰ
덬,deok,tʌkʰ
덭,deot,tʌtʰ
덮,deop,tʌpʰ
덯,deoh,tʌh
